row ID,x,y,z,r,"Benzenepropanoic acid, 4-hydroxy-",4-Methylcinnamic acid,8-Methylnonanoic acid,Diethyltoluamide,Caffeine,delta-Dodecalactone,N-Tetradecanoyl-L-homoserine Lactone,Diphenhydramine 147-24-0,Myristic acid ethyl ester,"cis-9,10-methylene-hexadecanoic acid",Diisobutyl phthalate,"Conjugated linoleic Acid (10E,12Z)",Iodopropynyl butylcarbamate,Oleic acid,(-)-Epicatechin,Dihydrosphingosine (19:0),Phytosphingosine,Monoelaidin,Sodium laureth sulfate + Na,Dioctyl phthalate,Tributoxyethyl phosphate,Hydrocortisone valerate
Plate5_V4_GA10_01_16783,52.4174,-41.1569,41.2208,0.6,0,0,3891.709961,27502.19922,0,0,13248.2998,0,0,0,11880.90039,16199.90039,0,100987,0,0,2329.550049,6072.390137,0,8400.669922,23896.5,0
Plate5_V4_GA11_01_16784,52.7267,-39.8328,40.6193,0.6,0,0,15531,34363.60156,8097.569824,0,14123,0,0,0,18520.40039,14384.40039,0,72016.5,0,0,0,8112.669922,0,8896.799805,37168.60156,0
Plate5_V4_GA12_01_16785,54.2161,-42.9871,40.8101,0.6,0,0,7624.839844,19109.90039,0,29058.30078,16109.7998,0,0,0,12680.7002,18910.90039,0,52848.39844,0,0,4362.330078,14228,0,8259.080078,22304.59961,0
Plate5_V4_GA5_01_16786,53.1943,-42.167,42.8728,0.6,0,0,3871.929932,24762.5,3065.080078,0,14332.2002,0,0,0,14776.2002,15216.5,0,111681,0,0,0,4064.110107,0,9945.530273,12503.7998,0
Plate5_V4_GA6_01_16787,53.0508,-40.1781,42.8822,0.6,0,1839.23999,7315.310059,43016.80078,0,0,18306.80078,0,0,0,10127.90039,20245.40039,0,90989,6769.819824,5463.680176,11177.5,13583.59961,0,9491.160156,19710,20174.30078
Plate5_V4_GA7_01_16780,53.3295,-42.2412,42.0646,0.6,0,0,7544.919922,45152.80078,0,0,27678,0,0,0,16827.30078,13773.09961,0,69325.20313,9607.080078,0,6832.089844,5356.029785,0,10567.7002,27323.5,0
Plate5_V4_GA8_01_16781,52.9222,-40.0867,42.2357,0.6,0,0,8622.5,52950,7599.02002,0,29632.19922,0,0,0,21572.09961,19610.09961,0,85544.29688,0,4545.399902,9192.360352,12768.7998,0,15407.2002,40642.10156,0
Plate5_V4_GA9_01_16782,53.7946,-42.5884,41.4501,0.6,0,0,7742.5,40782.30078,12341.5,0,19251.69922,0,0,0,19003.09961,18918.69922,0,101896,0,7704.299805,12124.2998,15209.59961,0,21442.30078,27296,0
Plate5_V4_GB10_01_16799,51.7153,-42.5215,35.8303,0.6,0,0,15580.2998,30471.80078,4827.839844,0,20765.40039,0,0,0,21675.69922,18143.09961,3655.389893,73511.20313,0,1712.150024,2633.899902,7093.390137,0,17657.69922,24007.90039,0
Plate5_V4_GB11_01_16800,51.6477,-42.4745,35.0275,0.6,0,0,5890.830078,62808.89844,0,0,10419.2002,0,0,0,18519.90039,11833.59961,17805.59961,113534,0,0,0,0,0,4984.509766,17070.5,0
Plate5_V4_GB12_01_16801,52.3336,-41.9472,37.8788,0.6,8075.330078,0,6983,20630.80078,0,32130.5,20893.09961,0,0,0,11795.7998,16131.2998,0,87560.60156,0,3511.72998,8710.94043,1990.800049,0,14066.7002,45603.19922,0
Plate5_V4_GB1_01_16790,52.1962,-41.5096,39.9571,0.6,0,0,0,11124.59961,0,0,4969.149902,0,0,0,15241,0,0,15199.09961,0,0,0,0,0,9227.790039,10730.90039,0
Plate5_V4_GB2_01_16791,52.2368,-40.3767,39.6203,0.6,0,0,7782.790039,27689.80078,4522.339844,0,18974.69922,0,0,0,16736.30078,18239.40039,0,114666,0,11298.2002,0,7749.359863,0,13277.59961,20957.40039,0
Plate5_V4_GB3_01_16792,51.9544,-41.3407,38.8286,0.6,0,0,8667.429688,64905.10156,0,0,17693.5,0,0,0,23921.5,19734.09961,0,97454.89844,0,0,0,7913.149902,0,19050.5,47788.69922,0
Plate5_V4_GB4_01_16793,54.0657,-43.4013,39.7591,0.6,0,0,7900.160156,46506.60156,3032.830078,0,29337.90039,0,0,2158.590088,14044.7998,23808.80078,3052.73999,103249,0,6510.850098,0,8800.160156,0,13031,30034.30078,0
Plate5_V4_GB5_01_16794,53.8185,-43.6394,38.5747,0.6,0,0,3313.969971,29757,10069.2002,0,23158.80078,0,0,0,16892.30078,24140.69922,19060.40039,82001.60156,0,0,0,10880.40039,0,12681,34155.30078,0
Plate5_V4_GB6_01_16795,53.4473,-43.6307,36.9587,0.6,0,0,6362.569824,142082,0,4356.899902,8971.019531,0,0,0,13628.2998,18184.59961,50002.5,92741.10156,0,0,0,5234.700195,0,6158.399902,7662.040039,0
Plate5_V4_GB7_01_16796,53.3939,-42.6029,39.0573,0.6,0,0,8323.709961,39064,18835.40039,1586.530029,18783.5,0,0,0,18548,14905.09961,0,99225,0,8158.589844,14687.2998,4115.319824,0,23739.30078,33225.5,0
Plate5_V4_GB8_01_16797,52.0706,-42.4682,38.1525,0.6,0,0,8370.530273,40482.39844,0,0,23368.30078,0,0,0,13555.5,23119.69922,0,146938,0,0,0,6162.080078,0,12863.09961,28002.19922,0
Plate5_V4_GB9_01_16798,51.8937,-42.5584,37.0941,0.6,0,0,6713.649902,30251.5,0,0,18029.40039,0,0,0,13921.5,5929.02002,1920.319946,24650,24449.09961,0,0,7646.319824,0,10196.40039,28658.09961,0
Plate5_V4_GC10_01_16813,52.7668,-40.0319,37.8875,0.6,0,0,3009.679932,19287.40039,0,0,5381.379883,0,0,0,12272.5,15686.90039,0,30270.90039,0,0,0,9992.879883,0,4246.919922,28383.69922,0
Plate5_V4_GC11_01_16814,52.5782,-39.5372,37.8282,0.6,0,0,5266.839844,28912.09961,8522.950195,0,18953,0,0,0,16079.09961,15329.2998,0,64908.80078,0,0,8880.150391,5779.819824,0,11000,24154.5,0
Plate5_V4_GC12_01_16815,52.5643,-39.4751,37.0259,0.6,0,0,2658.300049,37685.19922,6788.910156,0,12712.7998,0,0,0,21707.30078,16040.2002,7515.629883,26881.5,0,0,0,5127.490234,0,12214.5,34210.80078,0
Plate5_V4_GC1_01_16804,51.7942,-41.5295,37.6546,0.6,3448.169922,0,0,0,0,0,0,0,0,0,11111.5,0,0,6552.620117,0,0,0,0,0,5440.509766,0,0
Plate5_V4_GC2_01_16805,51.674,-41.5334,36.8023,0.6,0,10705,7189.209961,34963.69922,0,0,11923.09961,0,3362.669922,0,26396.40039,15887.90039,0,66775.60156,0,0,5634.25,7897.029785,0,9358.519531,35454.19922,0
Plate5_V4_GC3_01_16806,51.5527,-41.5477,35.6651,0.6,8560.480469,0,0,19244.30078,1773.780029,0,12944.7002,0,0,0,12689.90039,13317.5,0,51750.89844,0,0,0,0,0,9587.589844,6808.890137,0
Plate5_V4_GC4_01_16807,51.3761,-41.352,34.5144,0.6,0,0,7724.430176,132379,0,5840.379883,12199.90039,0,0,0,10004.59961,13135.40039,11012.40039,88573.60156,0,0,0,5031.240234,0,14718,10320.7998,0
Plate5_V4_GC5_01_16808,52.4002,-40.9575,37.8244,0.6,0,0,8769.259766,19899.80078,3039.77002,6969.52002,6341.060059,0,0,0,13472.2998,14311.90039,0,16981.90039,0,0,0,12419.7998,0,10565.7002,42733.10156,0
Plate5_V4_GC6_01_16809,52.0503,-40.6068,37.6827,0.6,0,0,6458.870117,17632,0,0,6248.259766,0,0,0,10541.40039,13711.2002,0,73162.89844,7802.27002,3224.389893,2623.560059,11914.90039,0,12344,23819.90039,0
Plate5_V4_GC7_01_16810,51.9702,-40.5547,36.8986,0.6,19652.90039,0,7556.75,21874.30078,0,0,14661.2998,0,0,0,21311.30078,11620.5,0,38522.10156,0,0,0,5815.060059,0,11026.40039,33499.69922,0
Plate5_V4_GC8_01_16811,51.8322,-40.5289,36.0189,0.6,0,0,4442.049805,21394.30078,7136.459961,0,11573.7998,0,0,1518.640015,17371.30078,12504.59961,0,42246.5,0,0,0,7186.02002,0,11482.59961,26507.40039,0
Plate5_V4_GC9_01_16812,51.5819,-40.4802,34.9994,0.6,0,0,4320.399902,100033,0,0,5824.97998,0,0,0,16232.40039,16708.5,3728.040039,97161,0,0,0,0,0,11539.2002,9480.370117,0
Plate5_V4_GD10_01_16827,53.3263,-40.8643,38.871,0.6,5933.640137,0,5178.370117,33772.19922,0,0,28575.09961,0,0,0,18606.69922,22074.69922,2713.969971,92517.20313,0,0,6905.189941,13879.59961,0,21765.19922,80648.29688,0
Plate5_V4_GD11_01_16828,54.0187,-43.3728,39.8916,0.6,6872.25,0,4808.689941,45959.39844,0,0,16429.59961,0,0,0,13984.2998,10415.09961,4515.580078,66902,0,0,5124.240234,12137.2998,0,11730.5,55349.30078,0
Plate5_V4_GD12_01_16829,53.7908,-42.9729,38.1745,0.6,0,0,7927.660156,49015.30078,45905.5,3294.379883,26308.5,0,0,0,16895.5,20877.90039,10236.7002,38060.5,0,0,6000.290039,4919.410156,0,14201.90039,69989,0
Plate5_V4_GD1_01_16818,52.4301,-39.4826,36.133,0.6,0,0,3728.699951,66448.5,0,0,8857.089844,0,0,0,18357.90039,13557.2002,10310.2998,99078.89844,8071.77002,0,0,3359.060059,0,9860.950195,14900.5,0
Plate5_V4_GD2_01_16819,54.6515,-41.1876,42.8368,0.6,0,0,5234.169922,12243.7002,0,0,11189.09961,0,11371.7998,0,18754.5,15790.7998,0,92448.20313,0,0,2447.76001,4717.200195,0,8437.780273,17309.80078,0
Plate5_V4_GD3_01_16820,54.1797,-40.3575,42.122,0.6,0,0,6276.109863,23939.19922,0,0,12312.59961,0,0,0,14998.7998,13874.59961,0,62780,3578.300049,10829.2002,0,7573.27002,0,11054.90039,27266.19922,0
Plate5_V4_GD4_01_16821,53.9578,-42.1375,42.2952,0.6,0,0,5557.879883,40796.69922,58731.89844,4146.799805,17993.5,0,0,0,15933.09961,14223.2998,0,24163.30078,0,0,0,10650.2998,0,13353.5,36584.89844,0
Plate5_V4_GD5_01_16822,54.2001,-40.0081,40.7612,0.6,0,0,0,5928.290039,0,0,7729.52002,0,0,0,6661.180176,0,0,11854,0,0,0,0,0,7238.830078,13304.90039,0
Plate5_V4_GD6_01_16823,54.4565,-41.3921,40.5375,0.6,0,0,9349.830078,50554.60156,52769.39844,0,18671.80078,0,0,0,15677.09961,14457.2998,0,74153.39844,0,9728.990234,14527.59961,10542.40039,0,16950.5,96049.5,0
Plate5_V4_GD7_01_16824,54.5382,-42.9359,40.4962,0.6,0,0,3470.330078,36129.30078,0,0,30837.09961,0,0,0,13011.40039,17349.59961,3759.189941,69005.10156,3912.02002,6083.560059,0,9331.019531,0,14733.2998,56167.69922,0
Plate5_V4_GD8_01_16825,53.1804,-39.4142,39.5835,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16582.30078,0,0
Plate5_V4_GD9_01_16826,53.72,-41.0884,39.9275,0.6,0,0,11062.90039,35077.60156,91941.20313,13295,14412.40039,0,0,0,16368.90039,15960.7002,0,78153.29688,7817.25,0,0,16001.7998,0,15298.90039,4826.220215,2377.26001
Plate5_V4_GE10_01_16841,51.603,-41.3295,34.3941,0.6,0,0,0,10135.09961,0,0,0,0,0,0,10550.7998,0,0,3899.879883,0,0,0,0,0,5921.129883,5211.149902,0
Plate5_V4_GE11_01_16842,52.5984,-40.905,37.6975,0.6,0,0,4779.319824,25531.69922,0,0,17547.59961,0,0,0,14701.2998,14366.40039,10280.2002,88739.20313,0,0,1767.5,8951.290039,0,7672.359863,34794.80078,0
Plate5_V4_GE1_01_16832,53.4472,-43.4085,36.6835,0.6,8756.080078,0,6037.390137,33867.10156,64287,5138.279785,19544.09961,0,0,0,13122.59961,11111.59961,24883.59961,87373.60156,20209.19922,0,0,7916.029785,0,15283.5,50865.30078,0
Plate5_V4_GE2_01_16833,53.4568,-42.602,39.0119,0.6,0,0,3909.860107,19759.40039,40727.10156,8374.230469,10251.40039,0,0,0,15291.2998,12381.7998,5008.049805,23733.19922,6343.290039,2869.189941,1655.319946,14830,0,8643.379883,35996.39844,0
Plate5_V4_GE3_01_16834,52.3879,-42.6924,38.0483,0.6,0,0,3450.929932,32297.09961,0,0,15187.40039,0,0,0,19957.59961,16099.7002,12330.2998,61333.30078,2719.290039,0,0,14653.5,0,9577.429688,37064.19922,0
Plate5_V4_GE4_01_16835,52.5544,-42.5153,36.9126,0.6,0,0,6310.959961,46319.80078,0,4349.870117,19668.30078,0,0,0,13920.40039,14280.5,35519.30078,12600.7002,20183,0,2389.100098,8343.080078,0,15890.09961,36721.80078,0
Plate5_V4_GE5_01_16836,52.3637,-42.5408,35.8962,0.6,11682.59961,0,0,0,0,0,0,0,0,0,12691.40039,0,0,0,0,0,0,0,0,11956,0,0
Plate5_V4_GE6_01_16837,51.8756,-42.4326,34.8759,0.6,0,0,9207.030273,48378,59614.30078,12243.7998,24117.90039,0,0,0,17123.90039,19463.5,45290.89844,120163,21785.19922,0,0,7431.879883,0,12436.2002,38188.30078,0
Plate5_V4_GE7_01_16838,52.5247,-41.9144,37.7995,0.6,0,0,6090.97998,15520.7998,0,16399.69922,13123.09961,0,0,0,10282.7002,16526.30078,0,90123.5,3277.810059,0,0,7784.72998,0,12283.09961,41012.19922,0
Plate5_V4_GE8_01_16839,52.4771,-41.5006,36.7467,0.6,0,0,0,13250.2002,0,2998.26001,5664.290039,0,0,0,6916.359863,3415.919922,7746.140137,9211.830078,0,0,0,0,0,7095,21537.09961,0
Plate5_V4_GE9_01_16840,52.1303,-41.4413,35.4905,0.6,0,0,11565.90039,59607.5,33028.30078,7933.319824,25214.80078,0,0,0,20203,17244.69922,27146.09961,37152.60156,16881.90039,0,6329.060059,9758.700195,0,22381.40039,75357.39844,0
Plate5_V4_GF10_01_16855,61.7187,-45.2216,3.3354,0.6,0,0,0,0,0,0,0,0,0,0,10390.40039,0,0,3296.429932,0,0,0,0,0,8651.969727,0,0
Plate5_V4_GF11_01_16856,60.2872,-44.8865,2.3364,0.6,0,0,4327.939941,23370.80078,0,0,6619.080078,0,0,0,15959.7998,5307.129883,0,33981.39844,0,0,4267.819824,0,0,8269.780273,20130.40039,0
Plate5_V4_GF12_01_16857,61.6313,-45.8962,2.9046,0.6,0,0,0,3219.97998,0,0,0,0,0,0,13342,0,0,4617.509766,0,0,1821.22998,0,0,5979.310059,1958.560059,0
Plate5_V4_GF1_01_16846,52.6121,-40.4717,36.9386,0.6,0,0,3592.820068,13469.2998,3196.77002,11438.5,8805.370117,0,0,0,9743.389648,8047.830078,6674.970215,32410.30078,0,0,0,10918.2002,0,8581.5,66792.79688,0
Plate5_V4_GF2_01_16847,52.3833,-40.4527,35.8459,0.6,0,0,6303.97998,35949.69922,0,0,14757.40039,0,0,0,16066.59961,11861.7002,14154.90039,51994,0,4459.02002,0,14746.09961,0,14250.2998,43725.10156,0
Plate5_V4_GF3_01_16848,51.8493,-40.4985,34.8501,0.6,0,0,4154.540039,40303.30078,63778.60156,4420.299805,20950,0,0,0,12614.90039,14171.90039,23291.5,61459.30078,0,0,0,7573.97998,0,10675.5,28792.90039,0
Plate5_V4_GF4_01_16849,52.8965,-39.9361,37.792,0.6,0,0,3477.699951,26276.59961,0,17138,13268.7002,0,0,0,11796.40039,18828.19922,4247.160156,31179.90039,0,0,0,17148.90039,0,11820.5,32071.5,0
Plate5_V4_GF5_01_16850,53.1279,-39.5552,37.3771,0.6,0,0,4355.620117,32847.80078,0,8388.94043,14294.7002,0,0,0,11013.90039,12285.09961,13794.90039,68402.10156,14100.7002,0,2302.419922,6901.140137,0,12646.2998,9504.19043,0
Plate5_V4_GF6_01_16851,52.9903,-39.5108,36.6981,0.6,0,0,3820.5,25525.90039,6732.569824,0,11176,0,0,0,11468.2998,14733.7002,17363.80078,52866.10156,5852.720215,0,1881.780029,14088.90039,0,10939.90039,56751.69922,0
Plate5_V4_GF7_01_16852,52.7154,-39.5046,35.9924,0.6,0,0,8811.820313,18988,0,5231.180176,17987.90039,0,0,3302.879883,13460.40039,13312.7002,20485.80078,78022.5,0,107301,0,4371.100098,0,10375.7002,44429.5,0
Plate5_V4_GF9_01_16854,62.8926,-45.1844,2.6399,0.6,11178.5,0,3304.439941,29740.40039,77937.10156,0,17455.80078,12437,0,0,13765.40039,11809,0,82442.60156,0,33731.5,0,0,0,14410.2002,45760.80078,0
Plate5_V4_GG10_01_16871,62.086,-48.3882,1.2445,0.6,15887.2998,0,1710.030029,22207.90039,0,0,9538.75,0,1234.530029,0,9093.679688,9856.620117,0,71183,0,20236.80078,0,0,0,9102.599609,47337.60156,0
Plate5_V4_GG11_01_16872,61.6956,-49.2267,1.4431,0.6,15882.40039,0,2185.26001,9048.240234,0,0,5952.689941,0,0,0,16179.59961,7764.47998,0,58904.89844,0,0,3688.100098,0,0,5698.370117,13774.40039,0
Plate5_V4_GG12_01_16874,61.6237,-49.8588,0.7921,0.6,0,0,10986,47046.39844,0,34502.10156,24987.80078,0,0,0,14269.7002,12175.90039,0,115843,0,13801.2002,0,0,0,2307.290039,22212.69922,0
Plate5_V4_GG1_01_16860,63.037,-46.2668,2.1583,0.6,6728.009766,0,3132.040039,27163.69922,92732.20313,0,18666.90039,5354.799805,2434.959961,0,22891.5,10224.7998,0,103308,0,34707.5,21307,4193.899902,0,18219.69922,26233.5,0
Plate5_V4_GG2_01_16861,61.7137,-46.7196,2.4767,0.6,9385.099609,0,1576.910034,7758.669922,0,0,1818.140015,0,0,0,11830.2998,0,0,11852.7998,0,6220.509766,7513.839844,0,0,8893.589844,19542.59961,0
Plate5_V4_GG3_01_16862,60.09,-46.1313,1.6711,0.6,9846.469727,0,6309.209961,47539.30078,48673.80078,9467.540039,21128.5,4747.060059,0,0,15507.7998,13769.90039,0,83524.29688,7382.939941,23337.40039,23133.90039,3827.26001,0,28647.19922,43572.69922,0
Plate5_V4_GG4_01_16864,63.2732,-47.1414,1.6195,0.6,9625.709961,0,4835.379883,73812.5,72307.70313,0,17560.40039,8970.700195,0,0,24817.19922,17364.5,0,97268.89844,0,66696.39844,4047.01001,2087.5,0,18563.5,29256.80078,0
Plate5_V4_GG5_01_16865,61.6864,-47.3835,2.0733,0.6,13977.40039,0,3565,29484.30078,28556.40039,0,12438.09961,0,0,0,11421.2998,13801.7002,0,114466,0,117289,0,0,0,14187.90039,23015.80078,0
Plate5_V4_GG6_01_16866,59.7486,-47.4155,0.8578,0.6,0,0,3929.030029,52615.60156,50482.69922,6535.709961,12116.40039,5174.939941,0,0,15864,13285.5,0,91579.5,0,44877,0,0,0,26596.40039,81165.5,0
Plate5_V4_GG7_01_16867,63.1111,-48.3489,1.251,0.6,6176.310059,0,2862.340088,41853.39844,32996.19922,0,13321.7002,3267.629883,0,0,16876.69922,12909.40039,0,84081,5227.040039,0,14740.2002,0,0,19181.19922,52823,0
Plate5_V4_GG8_01_16868,62.6303,-49.2246,1.5578,0.6,59200.69922,0,3195.459961,34429.60156,0,0,13623.59961,6906.620117,0,0,23484.19922,13692.7002,0,89306.79688,0,19377.59961,0,0,0,8640.169922,33578.60156,7490.029785
Plate5_V4_GG9_01_16870,62.5504,-50.2758,1.2081,0.6,31235.40039,0,7099.009766,123667,0,0,41422.89844,0,0,0,29493.19922,25727.40039,0,100523,0,29004.5,0,5443.879883,0,14725.5,204836,0
Plate5_V4_GH1_01_16884,61.4244,-48.5713,1.4619,0.6,20364.90039,0,5005.279785,13249.90039,0,45286.69922,6496.209961,0,0,0,8826.110352,2956.98999,0,18791.59961,0,9011.480469,3347.73999,0,0,0,8490.490234,0
Plate5_V4_GH2_01_16878,61.0771,-49.0831,1.3021,0.6,5359.430176,0,3646.560059,27752.59961,3369.580078,36866,5434.25,0,0,0,12516.40039,4359.629883,0,45935.69922,11765.40039,5752.359863,0,0,0,4876.330078,7929.259766,0
Plate5_V4_GH3_01_16885,61.056,-49.5667,0.7653,0.6,5762.310059,0,0,0,0,0,0,0,0,0,30422.90039,0,0,0,0,237238,0,0,0,20963.90039,0,0
Plate5_V4_GH4_01_16880,60.8463,-47.9838,0.9608,0.6,4771.410156,0,8336.339844,40033.60156,33660.89844,11048.7002,11206.40039,0,0,0,11008.59961,16735.59961,0,66473.10156,0,14714.7002,0,6448.859863,0,7764.810059,47405.5,0
Plate5_V4_GH5_01_16881,60.5369,-48.591,1.2022,0.6,34806.39844,0,2791.929932,24663.5,5946.640137,0,9861.25,0,0,0,18560.40039,21067,0,86826.10156,0,0,6059.220215,3121.459961,0,7883.25,13053.09961,9514.620117
Plate5_V4_GH6_01_16882,60.6235,-49.0909,0.6307,0.6,65186.80078,0,5588.799805,19501.80078,0,0,10156.09961,0,0,0,14290.2002,15111.59961,0,81363.10156,0,0,0,0,0,3603.350098,41400.69922,6642.470215
Plate5_V4_GH7_01_16883,60.0277,-48.6378,0.6083,0.6,0,0,4123.950195,41281.19922,8539.540039,0,15428.2998,0,21428.5,0,19691.09961,14988.7002,0,77620.10156,0,10800.7998,7555.910156,0,0,4097.899902,54596.39844,0
Plate6_V4_GA10_01_16937,61.6603,-49.8407,0.4542,0.6,15530.5,0,3028.73999,97327.79688,0,0,13974.09961,0,0,0,10449.40039,12890.2998,0,96501.29688,0,66262.60156,0,0,0,12614.2002,609109,0
Plate6_V4_GA11_01_16913,61.5247,-48.1802,0.6059,0.6,36178.10156,0,2230.26001,41936.39844,0,23681,14725.40039,0,0,0,8339.679688,18091.59961,0,102107,17144.5,6420.689941,0,0,0,6619.109863,130404,0
