row ID,x,y,z,radius,Tryptophan,Hexadecenoic acid,Triethyl citrate,Octadecenoic acid,Piperine,Sphingosine (d17:1),Epicatechin,Aspartame,4-Sphingenine,Fluconazole,Avobenzone,Phytosphingosine,Monoethanolamine oleic acid amide,Erucamide,Cocamidopropyl betaine,Sodium Laureth Sulfate,Octocrylene,Tangeretin,Sodium laureth sulfate + Na,7-Ketocholesterol,Nobiletin,Azoxystrobin,Amlodipine,Taurocholate,Oleoyl lysolecithin,Sphingomyelin,Lactosylceramide
P1_Vol1_Arm_RA10_01_5668,2.011167,0.806904,1.066514,0.05,0,27030.80078,0,61976,0,17068.09961,17429.5,0,0,1461930,0,0,0,335660,437307,12434.2998,0,0,0,33166.5,0,0,0,0,0,0,0
P1_Vol1_Arm_RA11_01_5669,2.202232,0.873741,0.779489,0.05,0,16683.69922,0,11932.7998,0,6993.180176,27739.59961,0,0,1528960,0,0,0,357051,276982,5506.970215,0,0,0,38541.19922,0,0,0,0,0,0,0
P1_Vol1_Arm_RA12_01_5670,2.191309,0.796207,0.79329,0.05,0,14000.2002,0,27715.69922,0,6981.609863,0,0,0,0,0,0,0,278319,303828,10866.40039,0,0,9513.889648,23578.80078,0,0,0,0,0,0,0
P1_Vol1_Arm_RA9_01_5646,2.028709,0.89223,1.092027,0.05,0,0,0,0,0,11568.5,0,0,5516.509766,1945160,0,0,0,126571,437879,0,0,0,0,12807.90039,0,0,0,0,0,0,0
P1_Vol1_Chest_RB10_01_5650,2.252609,0.626947,1.012079,0.08,0,0,0,24018.40039,0,0,19284.40039,0,0,2176210,0,0,0,200743,332950,15931.2002,0,0,0,10173.7998,0,0,0,0,0,0,0
P1_Vol1_Chest_RB11_01_5679,2.152813,0.817946,0.956505,0.08,0,17704.09961,0,43385.60156,0,0,23540.90039,0,0,1739200,0,0,0,283318,218458,11981.2002,0,0,0,28972,0,0,0,0,0,1324750,0
P1_Vol1_Computer_RD10_01_5698,1.810174,0.665212,0.735571,0.05,0,149497,0,68728.60156,9925.69043,12726.7998,27168.40039,0,0,912782,5850.580078,10748.7998,0,2111220,2748980,91791.29688,9699.200195,0,26311.59961,163902,0,0,0,0,0,0,0
P1_Vol1_Computer_RD11_01_5699,1.765493,0.72683,0.842002,0.05,0,65652.10156,0,45808.39844,0,14926.7998,24317.30078,0,0,1569630,0,0,0,352281,994479,31770.69922,0,0,0,143827,0,0,0,0,0,0,0
P1_Vol1_Computer_RD12_01_5700,1.841942,0.735326,0.758821,0.05,0,29246.69922,0,62181.69922,0,0,26621.69922,0,0,1373640,0,0,0,376962,201974,0,0,0,0,39485.60156,0,0,0,0,0,0,0
P1_Vol1_Computer_RD5_01_5655,1.955533,0.81458,0.723128,0.05,0,0,0,28134.40039,0,24576.69922,21360.90039,0,37102.69922,1733780,0,8938.179688,24085.30078,544953,1352680,0,0,0,0,67711,0,0,0,0,0,0,0
P1_Vol1_Computer_RD6_01_5694,2.045701,0.832293,0.868461,0.05,0,253424,0,75474.60156,0,5370.399902,19296.40039,29306.30078,26625.19922,1282690,5519.939941,0,0,530747,1722720,36145.39844,10625.2002,0,17984,596103,0,0,0,0,0,0,0
P1_Vol1_Computer_RD7_01_5695,1.866238,0.813043,0.838606,0.05,0,68445.29688,0,115821,0,5930.399902,21044.30078,0,0,1557650,0,0,0,65886.5,1328980,27008.80078,6287.689941,0,10833.2002,30135.5,0,0,0,0,0,0,0
P1_Vol1_Computer_RD8_01_5696,2.018244,0.831662,0.930447,0.05,0,22579.19922,0,13468,0,0,31325.19922,0,0,696452,0,0,0,518740,459449,0,0,0,0,71861.29688,0,0,0,0,0,0,0
P1_Vol1_Computer_RD9_01_5697,1.916601,0.729987,0.646167,0.05,0,33592.30078,0,82145.10156,0,12331.90039,39827.19922,0,0,1585840,0,0,0,358688,209105,0,0,0,0,31010.59961,0,0,0,0,0,0,0
P1_Vol1_Computer_RE1_01_5701,1.810308,0.780266,0.741722,0.05,0,152938,0,103202,0,5784.799805,19229.30078,0,0,1015670,0,0,0,215872,2863770,129392,23739.59961,0,35734.30078,217281,0,0,0,0,0,0,0
P1_Vol1_Face_RB1_01_5647,2.17692,0.30582,1.024301,0.05,0,69672.29688,0,83117.10156,85638.70313,36264.19922,13456.09961,172184,15215.2002,1642820,0,109332,69842.20313,137536,8815210,22178.5,0,0,0,25939.19922,0,0,27120.80078,0,20176.80078,0,0
P1_Vol1_Face_RB2_01_5671,2.223603,0.388335,0.979618,0.05,0,1297070,12495.90039,148551,35322,152463,19716.80078,43435.80078,101506,1372240,0,117419,48353.19922,323644,3817480,83919.60156,6719.200195,0,29202.30078,54365.19922,0,0,7831.600098,0,13323.5,0,0
P1_Vol1_Face_RB3_01_5672,2.178009,0.396925,1.080303,0.05,0,1671970,11065.59961,183450,33325.60156,126244,23855.19922,47558.89844,107825,1524610,0,127058,50211.80078,237414,5800650,73350.70313,12950,0,37654.19922,61030.69922,0,0,10537.09961,0,24842.09961,0,13132.2002
P1_Vol1_Face_RB4_01_5673,2.186508,0.407834,1.000081,0.05,0,1796320,0,324647,22204.5,22155.59961,21031.90039,101770,646834,1345980,4639.600098,162731,71863.79688,464772,2469380,40668.89844,11891.09961,0,17034.19922,76539.20313,0,0,19389.5,0,9146.589844,0,0
P1_Vol1_Face_RB5_01_5675,2.194669,0.456771,1.009203,0.05,0,632629,0,426307,149820,188614,29365.80078,61567.5,444721,1385080,0,113575,99425.39844,323271,1808460,0,26902.69922,0,11250.40039,50904.19922,0,0,6946.799805,0,447565,0,0
P1_Vol1_Face_RB6_01_5676,2.216576,0.487656,1.010438,0.05,0,1302210,0,216401,28764.40039,30530.30078,26349.5,86417.39844,300213,1533630,9605.259766,208019,71514.39844,460812,3099970,53005.89844,9280.219727,0,30966.59961,95154.5,0,0,21599,0,20069.30078,425938,0
P1_Vol1_Foot_RC6_01_5653,1.827673,1.506129,0.927101,0.05,0,0,0,13521.2002,0,0,25225.30078,0,0,1994110,0,0,0,29106,486262,37437.69922,0,0,0,0,0,0,0,0,31421,0,0
P1_Vol1_Foot_RC7_01_5684,1.910207,1.513609,0.80472,0.05,0,89228,0,49679.89844,0,10409.7998,18976.69922,0,0,891565,0,0,0,388438,502252,20088.69922,0,0,0,15325.2002,0,0,0,0,19969.30078,0,0
P1_Vol1_Hand_RA1_01_5645,1.89292,0.776588,0.893228,0.04,0,13969.2002,0,54552.39844,67567.39844,10385.5,29986.59961,29080.80078,232219,1878970,18714.09961,50034.89844,26528.19922,485690,3219900,20557.30078,0,0,0,90609.70313,0,0,0,0,0,0,0
P1_Vol1_Hand_RA2_01_5660,1.937116,0.773476,0.947768,0.04,0,45208.39844,0,98219.5,55368.69922,317686,0,30189.5,769999,1555460,29272.5,10088,91271.60156,410680,3515920,13769.2002,16717.5,0,0,185845,14007.5,0,6156.359863,0,18225.19922,7226.799805,0
P1_Vol1_Hand_RA3_01_5661,1.964182,0.783982,0.88807,0.04,0,21139.59961,0,57449.30078,41900.89844,10528,14736.40039,20870.30078,141405,1876810,12827.2998,58945.69922,16110.59961,773105,3245200,28589.59961,0,0,0,93394.70313,0,0,0,0,0,0,0
P1_Vol1_Hand_RA5_01_5664,1.991469,0.781497,0.773576,0.04,0,508286,0,134751,20028.19922,10278.7998,27151.40039,24787.19922,0,1654300,26618.19922,60820.60156,22697.09961,863063,2720410,49986.80078,70123.20313,0,26382.19922,121858,0,0,0,0,0,0,0
P1_Vol1_Hand_RA6_01_5663,2.052835,0.767161,0.78132,0.04,0,605072,0,80830.39844,18187.5,176940,11290.5,29901.19922,419146,1028760,56451.30078,119746,86732.20313,534976,3014860,40174.39844,179832,0,26879.59961,518673,0,0,5704.870117,0,18550.19922,0,0
P1_Vol1_Hand_RA7_01_5665,2.018106,0.807207,0.833719,0.04,0,843575,0,175048,11799.2002,128451,22070.69922,43747.60156,355610,1525180,29329.80078,104447,56728.5,1699860,3217740,92690.20313,48148.19922,0,43526,177243,0,0,4964.180176,0,17494.80078,0,0
P1_Vol1_Hand_RA8_01_5666,2.051164,0.80094,0.738284,0.04,0,1394010,0,196347,28455,9334.75,11719.2002,34380.69922,31884.80078,913239,54791.30078,186030,54173.60156,596689,3473080,76209.10156,60622.19922,0,44706.10156,99171.39844,6115.200195,0,9103.780273,0,20805.69922,0,0
P1_Vol1_Hand_rerun_RA4_01_5736,1.901811,0.802701,0.945484,0.04,0,267201,0,77800,31397.09961,48082.39844,23995.5,37961.19922,117913,1832370,16553.90039,0,22615,91411.20313,3325040,103274,21848.40039,0,37302.89844,48854.69922,0,0,5964,0,15288.5,0,0
P1_Vol1_Head_RB7_01_5648,2.297409,0.235081,1.104064,0.05,0,95550.29688,0,80944.89844,45715.60156,292440,0,15463.7002,110170,1799150,0,239770,170152,204925,6616730,15853.2998,0,0,0,16276.59961,0,0,12057.09961,0,0,0,0
P1_Vol1_Leg_RC10_01_5687,2.15219,1.004295,0.711705,0.08,0,45592.39844,0,89809.20313,0,13776,32307.09961,0,0,1314950,0,0,0,405900,509025,12913.5,0,0,0,46874.80078,0,0,0,0,0,0,0
P1_Vol1_Leg_RC11_01_5688,1.957791,1.312468,0.679109,0.08,0,39529.80078,0,52579.69922,0,18244.90039,0,0,0,1739380,0,0,0,468746,647704,24105.19922,0,0,0,48518.39844,0,0,0,0,0,0,0
P1_Vol1_Leg_RC8_01_5685,1.95403,1.00367,0.974656,0.08,0,42456.80078,0,70225.79688,0,27715.80078,25844.40039,0,0,1266180,0,0,0,320792,320853,11102.40039,0,0,0,31024,0,0,0,0,0,0,0
P1_Vol1_Leg_RC9_01_5686,1.748531,1.200766,0.920843,0.08,0,25866.59961,0,54964.30078,0,6577.200195,25359.59961,0,0,1590970,0,0,0,404645,312151,7100.799805,0,0,0,31499.69922,0,0,0,0,0,0,0
P1_Vol1_Phone_RD3_01_5654,1.69788,0.818217,0.995604,0.05,0,0,0,27860,110239,15061.40039,16844,0,38628.19922,2037700,11445.7998,11610.59961,0,386949,2959290,0,0,18392.90039,0,43379.30078,26344.40039,6073.200195,0,0,27718,0,0
P1_Vol1_Phone_RD4_01_5693,1.753117,0.821643,1.05661,0.05,0,198573,0,42299.60156,49331.5,6993.790039,33099.80078,0,35459.89844,1597650,24688.40039,15539.09961,16944.19922,1059600,5079680,98598.89844,33183.80078,6818.72998,25318.40039,134620,11407.2002,0,0,0,17920.90039,0,0
P1_Vol1_Toungue_rerun_RB9_01_5678,2.190757,0.457274,1.017818,0.05,0,168977,0,312470,16861.59961,7372.399902,0,24953.19922,41251.80078,1325700,0,23078.40039,85207,193229,20892,0,0,0,0,0,0,0,13786.7998,0,355782,0,0
P1_Vol2_Arm_RE11_01_5713,1.254309,0.792285,0.391018,0.05,0,393797,0,71447.89844,0,52000.5,13864.2998,26465.59961,200768,429789,0,60966,14593.7002,837399,219290,75821.89844,8985.200195,0,39350,69973.10156,0,0,0,0,0,0,0
P1_Vol2_Arm_RE12_01_5714,1.308585,0.658077,0.720806,0.05,0,279484,0,71940.29688,0,54319.19922,10273.2002,33172.69922,85795,425634,0,25078.5,0,341910,206627,87927.10156,16031.2998,0,53125.10156,91268.70313,0,0,0,0,0,0,0
P1_Vol2_Arm_RF1_01_5715,1.268229,0.623455,0.771991,0.05,0,2525500,0,208161,0,49614,19581.5,85529.60156,0,1695920,79920.79688,116158,61062.39844,1208470,1596840,277220,135023,0,167688,389324,0,0,0,0,8663.200195,0,0
P1_Vol2_Arm_rerun_RE10_01_5733,1.247031,0.861279,0.408564,0.05,0,885908,0,35441.80078,0,66884.39844,0,62129.19922,255186,330712,47198.39844,87338.60156,11161.7002,1335120,728825,109185,47150.60156,0,173769,150279,0,0,0,0,0,0,0
P1_Vol2_Back_RF11_01_5726,0.950597,0.568887,0.595087,0.08,0,29141.19922,0,0,0,0,0,0,0,436026,0,0,0,661042,7789.629883,44180.60156,0,0,19461.90039,0,0,0,0,0,0,0,0
P1_Vol2_Back_RF12_01_5727,0.896751,0.753574,0.589564,0.08,0,0,0,0,0,0,0,0,14729.59961,260816,0,0,0,0,7453.870117,0,0,0,0,0,0,0,0,0,0,0,0
P1_Vol2_Chest_RG1_01_5729,1.166917,0.650429,0.563425,0.08,0,64880.69922,0,61955,0,6997.200195,32508,0,0,2114770,13840.2002,0,0,205498,81768,231112,5044.790039,0,152657,52169.10156,0,0,0,0,0,0,0
P1_Vol2_Chest_RG2_01_5730,1.204419,0.815301,0.555213,0.08,0,50816,0,35327.19922,0,14208.2002,52868.89844,0,12760.7998,2017400,15120,0,0,182769,125914,181722,4696.149902,0,138299,45769.80078,0,0,0,0,0,0,0
P1_Vol2_Computer_RH10_01_5751,1.621817,0.616945,0.683284,0.05,0,54426.60156,0,25736.19922,0,0,33203.5,0,18580.80078,388905,0,0,0,377634,326431,16769.80078,0,0,0,45731.30078,0,0,0,0,0,0,0
P1_Vol2_Computer_RH5_01_5658,1.479191,0.818442,0.738776,0.05,0,26087.30078,0,104602,0,22685.59961,18222.40039,0,72942.39844,2226140,0,33383.30078,13499.2002,462297,1089960,10189.2002,0,0,0,231120,6454.990234,19414.59961,0,0,0,0,0
P1_Vol2_Computer_RH6_01_5747,1.360352,0.813087,0.70377,0.05,67034.29688,512766,0,301738,0,8108.600098,17294.5,0,48675.19922,1296670,6649.149902,36883,13517,1065920,1385530,99793.89844,42992.10156,0,61706.39844,516275,0,0,0,0,21528.69922,0,0
P1_Vol2_Computer_RH7_01_5748,1.536209,0.818295,0.513811,0.05,11449.40039,143347,0,65653,0,0,5457.200195,0,12720.40039,313064,0,0,0,679202,306280,18841.69922,8108.799805,0,0,185035,0,0,0,0,0,0,0
P1_Vol2_Computer_RH8_01_5749,1.428192,0.816918,0.450511,0.05,0,237144,0,46844.5,0,0,0,0,14096.2998,271433,0,0,0,559882,396199,25151.69922,14810.7002,0,19823.80078,187928,0,0,0,0,4925.200195,0,0
P1_Vol2_Computer_RH9_01_5750,1.560166,0.686709,0.819253,0.05,0,76570,0,29533,0,0,14837.7998,0,0,597913,0,0,0,1183460,325724,18416.19922,0,0,15799.7998,128924,0,0,0,0,0,0,0
P1_Vol2_Face_RF2_01_5717,1.252037,0.364513,0.61812,0.05,0,2982440,0,312419,10115.2998,12270.59961,21837.80078,458538,765559,1232190,6922.25,298950,70848.39844,361012,2281150,306931,20971.59961,0,121960,142370,9350.269531,14073,0,0,19457.19922,0,0
P1_Vol2_Face_RF3_01_5718,1.233128,0.438369,0.574286,0.05,0,1427500,0,100373,0,31739,24030.5,215172,252956,1364370,0,120761,52003.80078,401903,2784450,290208,0,0,116091,88205.10156,0,6049.279785,0,0,0,0,0
P1_Vol2_Face_RF4_01_5719,1.227276,0.443742,0.660973,0.05,0,1970810,0,90185.89844,0,145033,11944.7002,228365,439376,1399530,17859.09961,192621,88541,649901,2911260,292742,54292,6728.399902,130659,107770,10020,6465.200195,0,0,92343.70313,0,0
P1_Vol2_Face_RF5_01_5720,1.257654,0.443332,0.617088,0.05,0,3713050,0,414354,0,159408,20462.40039,201444,598086,1465930,13011.59961,271894,112926,695166,1204350,92166.20313,24477.5,0,63562.80078,95430.5,5026,0,0,0,11127.2002,0,0
P1_Vol2_Face_RF6_01_5721,1.238288,0.483949,0.609527,0.05,0,2268830,0,200392,0,155700,28688.19922,92129.10156,380763,1306390,38835.69922,184085,139305,1142450,2313200,182109,59874.19922,0,70863,189610,10523.2002,9147.599609,0,0,464921,0,0
P1_Vol2_Face_RF7_01_5722,1.222709,0.515285,0.609124,0.05,0,1593010,0,151489,0,20118.90039,16063.09961,249975,604565,1374360,14236.59961,187311,87614.10156,833102,2042570,155414,8828.400391,0,59899.69922,89838.20313,0,0,0,0,12094.09961,458117,0
P1_Vol2_Foot_RG7_01_5738,1.340248,1.56394,0.509811,0.05,0,72165.39844,0,45757.5,30441.5,29890.30078,10880.2998,0,5330.950195,1193680,0,8975.980469,0,513047,448187,28599.09961,0,0,6212.029785,24333.09961,0,0,0,62780.30078,69622.89844,0,0
P1_Vol2_Foot_RG8_01_5739,1.326107,1.55409,0.581658,0.05,0,23523.59961,0,18376.09961,16129.90039,0,0,0,0,164830,0,0,0,410328,71125.60156,0,0,0,0,0,0,0,0,0,0,0,0
P1_Vol2_Hand_RE2_01_5704,1.414331,0.768368,0.562145,0.04,0,1801650,0,154446,0,14022.59961,18050,44936.19922,658209,1365490,43093.19922,137966,45770.10156,1000570,3098210,262940,58194.30078,6409.200195,148829,293167,12381.59961,10845,0,0,17892.69922,0,0
P1_Vol2_Hand_RE3_01_5705,1.34967,0.768779,0.48441,0.04,0,1721420,0,142334,0,181160,0,37312.19922,503244,1341000,45067.19922,131337,39754.89844,1686250,2902300,292804,86764.89844,0,174382,262255,0,4440.799805,0,0,29434.90039,0,0
P1_Vol2_Hand_RE4_01_5706,1.424186,0.792807,0.495176,0.04,0,1738010,0,241074,14760.7002,51110,15846.40039,60639.60156,0,1247410,130442,157494,72156,1637130,5151180,495916,130067,23401.40039,285010,264354,22699,24186.40039,0,0,30909.69922,0,0
P1_Vol2_Hand_RE6_01_5708,1.17465,0.477766,0.702557,0.04,0,989418,0,99794.10156,0,151538,11703.2998,54496.39844,0,1411980,19042.80078,108483,35990.19922,793584,2458780,230458,22242.30078,4647.47998,148172,155459,13656.2002,6270.319824,0,0,11662,0,0
P1_Vol2_Hand_RE7_01_5709,1.210525,0.517388,0.716888,0.04,0,1039510,0,69256.60156,0,14663.40039,0,44248.19922,409803,955429,26704,113477,30247.69922,916285,1997850,229469,35560.30078,0,143256,216145,0,0,0,0,0,0,0
P1_Vol2_Hand_RE9_01_5711,1.25452,0.517641,0.665187,0.04,0,1217150,0,49807.19922,0,81827.20313,0,54599.39844,234327,367433,37989.5,50117.39844,14140,670492,2904290,209302,29906.40039,5406.799805,59144.39844,91597.79688,13326.09961,0,0,0,0,0,0
P1_Vol2_Head_RF10_01_5725,1.044891,0.42215,0.605879,0.05,0,1624620,0,42152.80078,0,92369.20313,0,23731.30078,161172,438319,0,47975.80078,20311.30078,1027080,185466,60368.5,15445.90039,0,26182.80078,69046.29688,0,0,0,0,0,0,0
P1_Vol2_Head_RF9_01_5724,1.077381,0.303961,0.6155,0.05,0,1111990,0,74707.20313,0,59212.30078,11873.59961,21113.69922,154076,435167,0,35221.19922,13553.90039,719210,144246,39844.5,7677.600098,0,17820.40039,60442.39844,0,0,0,0,0,0,0
P1_Vol2_Leg_RG10_01_5741,1.431652,1.318847,0.672755,0.08,0,0,0,9228.129883,0,0,0,0,0,296573,0,0,0,723339,5492.470215,22828.90039,0,0,15775.09961,11552.90039,0,0,0,0,0,0,0
P1_Vol2_Leg_RG11_01_5742,1.436485,1.132354,0.392501,0.08,0,0,0,0,0,0,0,0,20837.69922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
